Environment,Plot,Genotype,Rep,Block,Row,Column,Line.type,DTF,HT,Yield
Env5,383,115,2,5,10,23,Entry,105,85.4,6949.5
Env5,205,116,2,1,6,5,Entry,105,73.6,4988.4
Env5,390,117,2,5,10,30,Entry,100,81.4,5874.4
Env5,210,118,2,1,6,10,Entry,99,85.4,6141
Env5,306,119,2,3,8,26,Entry,102,92.6,7682.1
Env5,250,120,2,2,7,10,Entry,101,84,4750.6
Env5,289,121,2,3,8,9,Entry,100,73.8,4276.9
Env5,356,122,2,4,9,36,Entry,110,95.6,8885.7
Env5,327,123,2,4,9,7,Entry,100,86.4,5843.8
Env5,247,124,2,2,7,7,Entry,105,82,4279.8
Env5,257,125,2,2,7,17,Entry,103,80.8,6115.5
Env5,355,126,2,4,9,35,Entry,100,83.4,6463.7
Env5,253,127,2,2,7,13,Entry,100,91.4,6177.3
Env5,312,128,2,3,8,32,Entry,100,80.6,5277.1
Env5,353,129,2,4,9,33,Entry,100,70,4958.8
Env5,231,130,2,1,6,31,Entry,100,92.4,5962.1
Env5,244,131,2,2,7,4,Entry,103,81.8,6718.6
Env5,235,132,2,1,6,35,Entry,102,80.8,4695.5
Env5,278,133,2,2,7,38,Entry,100,91.4,5519.9
Env5,266,134,2,2,7,26,Entry,105,106.6,8441
Env5,275,135,2,2,7,35,Entry,105,91.2,6813.3
Env5,324,136,2,4,9,4,Entry,103,73.8,4875.9
Env5,294,137,2,3,8,14,Entry,105,68.6,4482.3
Env5,301,138,2,3,8,21,Entry,102,75.4,6183
Env5,217,139,2,1,6,17,Entry,110,78,7456.1
Env5,206,140,2,1,6,6,Entry,96,82.8,6380.4
Env5,367,141,2,5,10,7,Entry,100,83.8,6295.9
Env5,338,142,2,4,9,18,Entry,110,76.6,6709.2
Env5,268,143,2,2,7,28,Entry,101,85.4,5352.6
Env5,342,144,2,4,9,22,Entry,101,81.4,7868.6
Env5,212,145,2,1,6,12,Entry,95,82.2,6010.2
Env5,299,146,2,3,8,19,Entry,105,76,5939.7
Env5,369,147,2,5,10,9,Entry,102,89.6,7688.1
Env5,326,148,2,4,9,6,Entry,109,87.2,5980.1
Env5,366,149,2,5,10,6,Entry,115,87.2,4137.6
Env5,361,150,2,5,10,1,Entry,105,81.4,5141.7
Env5,343,151,2,4,9,23,Entry,107,77.6,5725.6
Env5,318,152,2,3,8,38,Entry,104,86,6288.4
Env5,224,153,2,1,6,24,Entry,107,79,3367.2
Env5,240,154,2,1,6,40,Entry,100,93.2,4959.3
Env5,371,155,2,5,10,11,Entry,99,82,5669.2
Env5,323,156,2,4,9,3,Entry,110,97,7884.6
Env5,368,157,2,5,10,8,Entry,105,76.4,4853.2
Env5,395,158,2,5,10,35,Entry,105,77.8,5932.4
Env5,363,159,2,5,10,3,Entry,109,84.4,5866.5
Env5,286,160,2,3,8,6,Entry,103,78.4,5668.6
Env5,269,161,2,2,7,29,Entry,103,77.6,4958.3
Env5,388,162,2,5,10,28,Entry,99,93.4,6363.7
Env5,255,163,2,2,7,15,Entry,105,75.8,5480.7
Env5,382,164,2,5,10,22,Entry,99,81.2,6400.6
Env5,389,165,2,5,10,29,Entry,102,80.8,6976.7
Env5,315,166,2,3,8,35,Entry,101,85.6,6184.6
Env5,385,167,2,5,10,25,Entry,105,82.4,4393.4
Env5,282,168,2,3,8,2,Entry,105,99.8,12080.9
Env5,273,169,2,2,7,33,Entry,98,86,5086.4
Env5,360,170,2,4,9,40,Entry,95,72.6,3947.4
Env5,220,171,2,1,6,20,Entry,115,76.6,5119.6
Env5,341,172,2,4,9,21,Entry,103,73.8,3985.7
Env5,251,173,2,2,7,11,Entry,101,60,3629.4
Env5,281,174,2,3,8,1,Entry,101,73.4,3690.8
Env5,321,175,2,4,9,1,Entry,99,78.8,9761.3
Env5,292,176,2,3,8,12,Entry,102,73.4,5158.4
Env5,208,177,2,1,6,8,Entry,101,111.6,5391.1
Env5,264,178,2,2,7,24,Entry,115,92,2827
Env5,392,179,2,5,10,32,Entry,105,102,4098.4
Env5,358,180,2,4,9,38,Entry,115,113.2,6946.2
Env5,201,181,2,1,6,1,Entry,100,72.6,2970.9
Env5,387,182,2,5,10,27,Entry,115,92.8,4738.4
Env5,379,183,2,5,10,19,Entry,95,96.4,5044.2
Env5,391,184,2,5,10,31,Entry,115,109.8,7929.3
Env5,349,185,2,4,9,29,Entry,109,105.8,4558.7
Env5,295,186,2,3,8,15,Entry,112,98.8,4630
Env5,291,187,2,3,8,11,Entry,115,95.4,7198.6
Env5,285,188,2,3,8,5,Entry,103,79.4,8086.7
Env5,228,189,2,1,6,28,Entry,103,77.4,4172.4
Env5,263,190,2,2,7,23,Entry,101,73.2,5054.2
Env5,270,191,2,2,7,30,Entry,115,75.8,5797.5
Env5,207,192,2,1,6,7,Entry,102,80.6,5919.7
Env5,309,193,2,3,8,29,Check,102,88.2,5014.2
Env5,393,194,2,5,10,33,Check,98,72.6,5956.3
Env5,211,195,2,1,6,11,Check,115,90.2,6142.3
Env5,373,196,2,5,10,13,Check,101,81.8,4744.2
Env5,357,197,2,4,9,37,Check,111,92.2,5598.6
Env5,259,198,2,2,7,19,Check,105,75.2,4360
Env5,279,199,2,2,7,39,Check,115,99,7276.2
Env5,337,200,2,4,9,17,Check,115,93,7982
