S.No.,Year,Season,Treatment,Design,Study_Name,Plot_No,Rep,Entry_No,Block,Derivative_Designation,Entry-Check,YKGH,Row,Col,ProductID
10927,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,145,2,34,14,IR87754-42-1-4-1,Entry,2044,,,729067
10928,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,197,3,34,10,IR87754-42-1-4-1,Entry,1730.5,,,729067
11130,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,111,1,27,23,IR87754-42-1-4-1,Entry,5258.5,,,729067
11131,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,150,2,27,2,IR87754-42-1-4-1,Entry,5334.9,,,729067
11132,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,390,3,27,22,IR87754-42-1-4-1,Entry,4508.8,,,729067
11550,2012,DS,Stress,Alpha-Lattice,L12DS-13,16,1,27,4,IR87754-42-1-4-1,Entry,1003.1,,,729067
11551,2012,DS,Stress,Alpha-Lattice,L12DS-13,148,2,27,2,IR87754-42-1-4-1,Entry,340,,,729067
11552,2012,DS,Stress,Alpha-Lattice,L12DS-13,318,3,27,8,IR87754-42-1-4-1,Entry,138.5,,,729067
10515,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,102,1,41,13,IR87754-42-1-1-1,Entry,2554.5,,,990370
10516,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,174,2,41,4,IR87754-42-1-1-1,Entry,3614.7,,,990370
10517,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,430,3,41,18,IR87754-42-1-1-1,Entry,2947.4,,,990370
11931,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,85,1,14,17,IR87754-42-1-1-1,Entry,6991.7,,,990370
11932,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,103,2,14,2,IR87754-42-1-1-1,Entry,6276,,,990370
11933,2012,DS,Non-Stress,Alpha-Lattice,L12DS-14,223,3,14,7,IR87754-42-1-1-1,Entry,5700.8,,,990370
12216,2012,DS,Stress,Alpha-Lattice,L12DS-15,48,1,14,10,IR87754-42-1-1-1,Entry,3565.8,,,990370
12217,2012,DS,Stress,Alpha-Lattice,L12DS-15,178,2,14,17,IR87754-42-1-1-1,Entry,1953,,,990370
12218,2012,DS,Stress,Alpha-Lattice,L12DS-15,250,3,14,12,IR87754-42-1-1-1,Entry,4924.4,,,990370
10503,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,27,1,37,4,IR87753-5-1-2-1,Entry,1777.8,,,1783328
10504,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,158,2,37,2,IR87753-5-1-2-1,Entry,3169,,,1783328
10505,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,362,3,37,10,IR87753-5-1-2-1,Entry,2650.7,,,1783328
10497,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,41,1,35,6,IR87751-27-1-1-1,Entry,3080.4,,,1783367
10498,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,246,2,35,13,IR87751-27-1-1-1,Entry,2482,,,1783367
10499,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,333,3,35,6,IR87751-27-1-1-1,Entry,2539.6,,,1783367
10488,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,139,1,32,18,IR87751-16-1-1-1,Entry,1995.4,,,1193799
10489,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,148,2,32,1,IR87751-16-1-1-1,Entry,3388.4,,,1193799
10490,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,290,3,32,1,IR87751-16-1-1-1,Entry,2150.9,,,1193799
10923,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,35,1,33,7,IR87748-23-2-1-1,Entry,2685.33,,,328824
10924,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,137,2,33,13,IR87748-23-2-1-1,Entry,2630.17,,,328824
10925,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,219,3,33,14,IR87748-23-2-1-1,Entry,1363.17,,,328824
11127,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,78,1,26,16,IR87748-23-2-1-1,Entry,6249.6,,,328824
11128,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,187,2,26,10,IR87748-23-2-1-1,Entry,4668.3,,,328824
11129,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,331,3,26,11,IR87748-23-2-1-1,Entry,4789.5,,,328824
11547,2012,DS,Stress,Alpha-Lattice,L12DS-13,68,1,26,14,IR87748-23-2-1-1,Entry,1292.2,,,328824
11548,2012,DS,Stress,Alpha-Lattice,L12DS-13,243,2,26,21,IR87748-23-2-1-1,Entry,930.2,,,328824
11549,2012,DS,Stress,Alpha-Lattice,L12DS-13,302,3,26,5,IR87748-23-2-1-1,Entry,310.6,,,328824
13213,2013,DS,Stress,Augmented-RCBD,L13DS-14B,5,1,11,1,IR87748-23-2-1-1,Entry,2454.3,,,328824
10482,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,118,1,30,15,IR87748-23-1-1-1,Entry,2137.2,,,1783329
10483,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,244,2,30,13,IR87748-23-1-1-1,Entry,3584.2,,,1783329
10484,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,413,3,30,16,IR87748-23-1-1-1,Entry,2659.5,,,1783329
10479,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,29,1,29,4,IR87747-31-1-2-1,Entry,2272.1,,,742116
10480,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,240,2,29,12,IR87747-31-1-2-1,Entry,3193.3,,,742116
10481,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,309,3,29,3,IR87747-31-1-2-1,Entry,2902.4,,,742116
10473,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,63,1,27,8,IR87747-13-3-1-1,Entry,2291.6,,,352335
10474,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,145,2,27,1,IR87747-13-3-1-1,Entry,3136.6,,,352335
10475,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,358,3,27,9,IR87747-13-3-1-1,Entry,2247.8,,,352335
10920,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,42,1,32,9,IR87746-26-2-1-1,Entry,944.17,,,562306
10921,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,126,2,32,11,IR87746-26-2-1-1,Entry,920.33,,,562306
10922,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,166,3,32,4,IR87746-26-2-1-1,Entry,2627.83,,,562306
11124,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,51,1,25,11,IR87746-26-2-1-1,Entry,4414.2,,,562306
11125,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,215,2,25,15,IR87746-26-2-1-1,Entry,3986.7,,,562306
11126,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,379,3,25,20,IR87746-26-2-1-1,Entry,3451.6,,,562306
11544,2012,DS,Stress,Alpha-Lattice,L12DS-13,83,1,25,17,IR87746-26-2-1-1,Entry,928.9,,,562306
11545,2012,DS,Stress,Alpha-Lattice,L12DS-13,234,2,25,19,IR87746-26-2-1-1,Entry,1326.2,,,562306
11546,2012,DS,Stress,Alpha-Lattice,L12DS-13,306,3,25,6,IR87746-26-2-1-1,Entry,410.2,,,562306
13212,2013,DS,Stress,Augmented-RCBD,L13DS-14B,54,1,10,3,IR87746-26-2-1-1,Entry,2053.5,,,562306
10917,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,17,1,31,4,IR87746-22-1-1-1,Entry,1118,,,990373
10918,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,136,2,31,13,IR87746-22-1-1-1,Entry,2245.17,,,990373
10919,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,162,3,31,3,IR87746-22-1-1-1,Entry,2462.17,,,990373
11121,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,129,1,24,26,IR87746-22-1-1-1,Entry,5557.6,,,990373
11122,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,247,2,24,22,IR87746-22-1-1-1,Entry,4797,,,990373
11123,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,307,3,24,6,IR87746-22-1-1-1,Entry,3971.1,,,990373
11541,2012,DS,Stress,Alpha-Lattice,L12DS-13,24,1,24,5,IR87746-22-1-1-1,Entry,1594.2,,,990373
11542,2012,DS,Stress,Alpha-Lattice,L12DS-13,192,2,24,11,IR87746-22-1-1-1,Entry,1097.8,,,990373
11543,2012,DS,Stress,Alpha-Lattice,L12DS-13,341,3,24,13,IR87746-22-1-1-1,Entry,1205.4,,,990373
10470,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,143,1,26,18,IR87742-15-2-1-1,Entry,3111.6,,,729069
10471,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,154,2,26,2,IR87742-15-2-1-1,Entry,3984.2,,,729069
10472,2011,WS,Non-Stress,Alpha-Lattice,L11WS-12,344,3,26,7,IR87742-15-2-1-1,Entry,3726.3,,,729069
10914,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,70,1,30,14,IR87733-40-2-2-1,Entry,2358.33,,,562290
10915,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,99,2,30,5,IR87733-40-2-2-1,Entry,2787.5,,,562290
10916,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,169,3,30,4,IR87733-40-2-2-1,Entry,737.67,,,562290
11118,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,132,1,23,27,IR87733-40-2-2-1,Entry,6387.5,,,562290
11119,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,236,2,23,20,IR87733-40-2-2-1,Entry,5362.2,,,562290
11120,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,298,3,23,4,IR87733-40-2-2-1,Entry,5128.2,,,562290
11538,2012,DS,Stress,Alpha-Lattice,L12DS-13,84,1,23,17,IR87733-40-2-2-1,Entry,483.8,,,562290
11539,2012,DS,Stress,Alpha-Lattice,L12DS-13,254,2,23,23,IR87733-40-2-2-1,Entry,1987.4,,,562290
11540,2012,DS,Stress,Alpha-Lattice,L12DS-13,364,3,23,17,IR87733-40-2-2-1,Entry,371.3,,,562290
10911,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,1,1,29,1,IR87731-24-5-2-1,Entry,697.17,,,562296
10912,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,79,2,29,1,IR87731-24-5-2-1,Entry,2084.5,,,562296
10913,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,173,3,29,5,IR87731-24-5-2-1,Entry,2194.17,,,562296
11115,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,52,1,22,11,IR87731-24-5-2-1,Entry,4199.2,,,562296
11116,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,258,2,22,24,IR87731-24-5-2-1,Entry,3875.3,,,562296
11117,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,367,3,22,18,IR87731-24-5-2-1,Entry,3341,,,562296
11535,2012,DS,Stress,Alpha-Lattice,L12DS-13,58,1,22,12,IR87731-24-5-2-1,Entry,1684.6,,,562296
11536,2012,DS,Stress,Alpha-Lattice,L12DS-13,167,2,22,6,IR87731-24-5-2-1,Entry,898.4,,,562296
11537,2012,DS,Stress,Alpha-Lattice,L12DS-13,301,3,22,5,IR87731-24-5-2-1,Entry,470.5,,,562296
10908,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,55,1,28,11,IR87730-13-2-3-1,Entry,3054,,,1779592
10909,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,94,2,28,4,IR87730-13-2-3-1,Entry,2710.17,,,1779592
10910,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,164,3,28,3,IR87730-13-2-3-1,Entry,2145.67,,,1779592
10905,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,5,1,27,1,IR87723-18-2-1-1,Entry,1196.5,,,1775680
10906,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,88,2,27,3,IR87723-18-2-1-1,Entry,76.17,,,1775680
10907,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,160,3,27,2,IR87723-18-2-1-1,Entry,2426.33,,,1775680
10902,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,48,1,26,10,IR87723-18-1-1-1,Entry,1774,,,1779591
10903,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,106,2,26,7,IR87723-18-1-1-1,Entry,1364.83,,,1779591
10904,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,207,3,26,12,IR87723-18-1-1-1,Entry,2101,,,1779591
10899,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,75,1,25,15,IR87722-30-1-1-1,Entry,3146.5,,,352297
10900,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,93,2,25,4,IR87722-30-1-1-1,Entry,3037.5,,,352297
10901,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,218,3,25,14,IR87722-30-1-1-1,Entry,1998.83,,,352297
11112,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,17,1,21,4,IR87722-30-1-1-1,Entry,4960.3,,,352297
11113,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,249,2,21,22,IR87722-30-1-1-1,Entry,4083.2,,,352297
11114,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,339,3,21,12,IR87722-30-1-1-1,Entry,3647.7,,,352297
11532,2012,DS,Stress,Alpha-Lattice,L12DS-13,97,1,21,20,IR87722-30-1-1-1,Entry,1175.8,,,352297
11533,2012,DS,Stress,Alpha-Lattice,L12DS-13,269,2,21,26,IR87722-30-1-1-1,Entry,2020.7,,,352297
11534,2012,DS,Stress,Alpha-Lattice,L12DS-13,319,3,21,8,IR87722-30-1-1-1,Entry,1214.1,,,352297
13211,2013,DS,Stress,Augmented-RCBD,L13DS-14B,39,1,9,2,IR87722-30-1-1-1,Entry,3442.5,,,352297
10896,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,59,1,24,12,IR87710-31-1-1-1,Entry,2742.5,,,990376
10897,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,107,2,24,7,IR87710-31-1-1-1,Entry,1570,,,990376
10898,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,179,3,24,6,IR87710-31-1-1-1,Entry,2223.33,,,990376
11109,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,73,1,20,15,IR87710-31-1-1-1,Entry,6233.3,,,990376
11110,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,144,2,20,1,IR87710-31-1-1-1,Entry,3957.2,,,990376
11111,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,295,3,20,3,IR87710-31-1-1-1,Entry,3061.5,,,990376
11529,2012,DS,Stress,Alpha-Lattice,L12DS-13,52,1,20,11,IR87710-31-1-1-1,Entry,2371,,,990376
11530,2012,DS,Stress,Alpha-Lattice,L12DS-13,280,2,20,28,IR87710-31-1-1-1,Entry,1657,,,990376
11531,2012,DS,Stress,Alpha-Lattice,L12DS-13,363,3,20,17,IR87710-31-1-1-1,Entry,698.1,,,990376
10893,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,38,1,23,8,IR87695-8-1-1-1,Entry,1780.67,,,564102
10894,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,133,2,23,12,IR87695-8-1-1-1,Entry,3035,,,564102
10895,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,191,3,23,9,IR87695-8-1-1-1,Entry,943.33,,,564102
11106,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,137,1,19,28,IR87695-8-1-1-1,Entry,5890.4,,,564102
11107,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,154,2,19,3,IR87695-8-1-1-1,Entry,4370.6,,,564102
11108,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,281,3,19,1,IR87695-8-1-1-1,Entry,2947.6,,,564102
11526,2012,DS,Stress,Alpha-Lattice,L12DS-13,3,1,19,1,IR87695-8-1-1-1,Entry,1442.8,,,564102
11527,2012,DS,Stress,Alpha-Lattice,L12DS-13,231,2,19,19,IR87695-8-1-1-1,Entry,1358.7,,,564102
11528,2012,DS,Stress,Alpha-Lattice,L12DS-13,353,3,19,15,IR87695-8-1-1-1,Entry,249.1,,,564102
10887,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,18,1,21,4,IR87679-13-2-1-1,Entry,1613.5,,,562357
10888,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,78,2,21,1,IR87679-13-2-1-1,Entry,2322,,,562357
10889,2011,WS,Non-Stress,Alpha-Lattice,L11WS-14,194,3,21,9,IR87679-13-2-1-1,Entry,2048.33,,,562357
11100,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,81,1,17,17,IR87679-13-2-1-1,Entry,5026.6,,,562357
11101,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,147,2,17,2,IR87679-13-2-1-1,Entry,5526.4,,,562357
11102,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,340,3,17,12,IR87679-13-2-1-1,Entry,4941.7,,,562357
11520,2012,DS,Stress,Alpha-Lattice,L12DS-13,48,1,17,10,IR87679-13-2-1-1,Entry,2520.2,,,562357
11521,2012,DS,Stress,Alpha-Lattice,L12DS-13,233,2,17,19,IR87679-13-2-1-1,Entry,1825,,,562357
11522,2012,DS,Stress,Alpha-Lattice,L12DS-13,367,3,17,18,IR87679-13-2-1-1,Entry,1101.8,,,562357
11418,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,125,1,123,25,IR88879-68-3-4-4,Entry,5646.3,,,1779590
11419,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,169,2,123,6,IR88879-68-3-4-4,Entry,5577.2,,,1779590
11420,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,299,3,123,4,IR88879-68-3-4-4,Entry,4111.8,,,1779590
11838,2012,DS,Stress,Alpha-Lattice,L12DS-13,5,1,123,1,IR88879-68-3-4-4,Entry,3049.9,,,1779590
11839,2012,DS,Stress,Alpha-Lattice,L12DS-13,267,2,123,26,IR88879-68-3-4-4,Entry,2187.6,,,1779590
11840,2012,DS,Stress,Alpha-Lattice,L12DS-13,304,3,123,5,IR88879-68-3-4-4,Entry,924.3,,,1779590
11385,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,66,1,112,14,IR88966-2-1-1-4,Entry,6854.6,,,990459
11386,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,264,2,112,25,IR88966-2-1-1-4,Entry,6271.4,,,990459
11387,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,287,3,112,2,IR88966-2-1-1-4,Entry,4602.4,,,990459
11805,2012,DS,Stress,Alpha-Lattice,L12DS-13,35,1,112,7,IR88966-2-1-1-4,Entry,775.3,,,990459
11806,2012,DS,Stress,Alpha-Lattice,L12DS-13,186,2,112,10,IR88966-2-1-1-4,Entry,800.6,,,990459
11807,2012,DS,Stress,Alpha-Lattice,L12DS-13,379,3,112,20,IR88966-2-1-1-4,Entry,613.9,,,990459
11358,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,114,1,103,23,IR88964-27-1-1-2,Entry,6095.6,,,990442
11359,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,254,2,103,23,IR88964-27-1-1-2,Entry,5731.6,,,990442
11360,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,374,3,103,19,IR88964-27-1-1-2,Entry,5206.2,,,990442
11778,2012,DS,Stress,Alpha-Lattice,L12DS-13,50,1,103,10,IR88964-27-1-1-2,Entry,1397.8,,,990442
11779,2012,DS,Stress,Alpha-Lattice,L12DS-13,160,2,103,4,IR88964-27-1-1-2,Entry,913.4,,,990442
11780,2012,DS,Stress,Alpha-Lattice,L12DS-13,328,3,103,10,IR88964-27-1-1-2,Entry,675,,,990442
11322,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,36,1,91,8,IR88964-24-1-2-1,Entry,6662.6,,,729074
11323,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,146,2,91,2,IR88964-24-1-2-1,Entry,5860.7,,,729074
11324,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,325,3,91,9,IR88964-24-1-2-1,Entry,5386.2,,,729074
11742,2012,DS,Stress,Alpha-Lattice,L12DS-13,94,1,91,19,IR88964-24-1-2-1,Entry,670.8,,,729074
11743,2012,DS,Stress,Alpha-Lattice,L12DS-13,260,2,91,24,IR88964-24-1-2-1,Entry,555,,,729074
11744,2012,DS,Stress,Alpha-Lattice,L12DS-13,283,3,91,1,IR88964-24-1-2-1,Entry,1898.1,,,729074
11400,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,48,1,117,10,IR88902-36-1-4-4,Entry,6565.5,,,152698
11401,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,241,2,117,21,IR88902-36-1-4-4,Entry,5331.8,,,152698
11402,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,412,3,117,27,IR88902-36-1-4-4,Entry,5547.7,,,152698
11820,2012,DS,Stress,Alpha-Lattice,L12DS-13,64,1,117,13,IR88902-36-1-4-4,Entry,3433.5,,,152698
11821,2012,DS,Stress,Alpha-Lattice,L12DS-13,166,2,117,6,IR88902-36-1-4-4,Entry,1245.4,,,152698
11822,2012,DS,Stress,Alpha-Lattice,L12DS-13,281,3,117,1,IR88902-36-1-4-4,Entry,1896.3,,,152698
12471,2012,WS,Non-Stress,Alpha-Lattice,L12WS-16,32,1,4,7,IR88902-36-1-4-4,Entry,5756.8,,,152698
12472,2012,WS,Non-Stress,Alpha-Lattice,L12WS-16,105,2,4,3,IR88902-36-1-4-4,Entry,6382.8,,,152698
12473,2012,WS,Non-Stress,Alpha-Lattice,L12WS-16,233,3,4,11,IR88902-36-1-4-4,Entry,5519.7,,,152698
11403,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,98,1,118,20,IR88902-14-2-3-3,Entry,6602.4,,,729076
11404,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,256,2,118,24,IR88902-14-2-3-3,Entry,3519.4,,,729076
11405,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,407,3,118,26,IR88902-14-2-3-3,Entry,5199.7,,,729076
11823,2012,DS,Stress,Alpha-Lattice,L12DS-13,76,1,118,16,IR88902-14-2-3-3,Entry,1479,,,729076
11824,2012,DS,Stress,Alpha-Lattice,L12DS-13,255,2,118,23,IR88902-14-2-3-3,Entry,1174.7,,,729076
11825,2012,DS,Stress,Alpha-Lattice,L12DS-13,382,3,118,21,IR88902-14-2-3-3,Entry,860.6,,,729076
11310,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,33,1,87,7,IR88906-27-1-1-2,Entry,7667.2,,,990433
11311,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,272,2,87,27,IR88906-27-1-1-2,Entry,5100.3,,,990433
11312,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,333,3,87,11,IR88906-27-1-1-2,Entry,5735.7,,,990433
11730,2012,DS,Stress,Alpha-Lattice,L12DS-13,96,1,87,20,IR88906-27-1-1-2,Entry,997.4,,,990433
11731,2012,DS,Stress,Alpha-Lattice,L12DS-13,241,2,87,21,IR88906-27-1-1-2,Entry,1639.6,,,990433
11732,2012,DS,Stress,Alpha-Lattice,L12DS-13,366,3,87,18,IR88906-27-1-1-2,Entry,916.1,,,990433
11346,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,23,1,99,5,IR88868-6-2-3-4,Entry,6687.7,,,1203805
11347,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,189,2,99,10,IR88868-6-2-3-4,Entry,4416.6,,,1203805
11348,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,285,3,99,1,IR88868-6-2-3-4,Entry,3268.6,,,1203805
11766,2012,DS,Stress,Alpha-Lattice,L12DS-13,81,1,99,17,IR88868-6-2-3-4,Entry,830.6,,,1203805
11767,2012,DS,Stress,Alpha-Lattice,L12DS-13,143,2,99,1,IR88868-6-2-3-4,Entry,362.4,,,1203805
11768,2012,DS,Stress,Alpha-Lattice,L12DS-13,344,3,99,13,IR88868-6-2-3-4,Entry,1322.2,,,1203805
11286,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,14,1,79,3,IR88966-9-1-2-2,Entry,6414.2,,,1203804
11287,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,220,2,79,16,IR88966-9-1-2-2,Entry,4686.7,,,1203804
11288,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,306,3,79,6,IR88966-9-1-2-2,Entry,5844.6,,,1203804
11706,2012,DS,Stress,Alpha-Lattice,L12DS-13,31,1,79,7,IR88966-9-1-2-2,Entry,507.8,,,1203804
11707,2012,DS,Stress,Alpha-Lattice,L12DS-13,146,2,79,2,IR88966-9-1-2-2,Entry,441.9,,,1203804
11708,2012,DS,Stress,Alpha-Lattice,L12DS-13,300,3,79,4,IR88966-9-1-2-2,Entry,380.2,,,1203804
11397,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,12,1,116,3,IR88864-6-2-7-1,Entry,4719.9,,,1203803
11398,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,265,2,116,25,IR88864-6-2-7-1,Entry,4317.8,,,1203803
11399,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,318,3,116,8,IR88864-6-2-7-1,Entry,3570.4,,,1203803
11817,2012,DS,Stress,Alpha-Lattice,L12DS-13,118,1,116,24,IR88864-6-2-7-1,Entry,1181.2,,,1203803
11818,2012,DS,Stress,Alpha-Lattice,L12DS-13,204,2,116,13,IR88864-6-2-7-1,Entry,945.7,,,1203803
11819,2012,DS,Stress,Alpha-Lattice,L12DS-13,294,3,116,3,IR88864-6-2-7-1,Entry,1041,,,1203803
11277,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,71,1,76,15,IR88965-39-1-6-4,Entry,5871,,,1203808
11278,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,204,2,76,13,IR88965-39-1-6-4,Entry,6811.7,,,1203808
11279,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,317,3,76,8,IR88965-39-1-6-4,Entry,6642.7,,,1203808
11697,2012,DS,Stress,Alpha-Lattice,L12DS-13,104,1,76,21,IR88965-39-1-6-4,Entry,1233.4,,,1203808
11698,2012,DS,Stress,Alpha-Lattice,L12DS-13,141,2,76,1,IR88965-39-1-6-4,Entry,1232.5,,,1203808
11699,2012,DS,Stress,Alpha-Lattice,L12DS-13,310,3,76,6,IR88965-39-1-6-4,Entry,420.8,,,1203808
11370,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,41,1,107,9,IR88836-39-2-1-3,Entry,4555.1,,,562293
11371,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,141,2,107,1,IR88836-39-2-1-3,Entry,5150,,,562293
11372,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,380,3,107,20,IR88836-39-2-1-3,Entry,5867.9,,,562293
11790,2012,DS,Stress,Alpha-Lattice,L12DS-13,85,1,107,17,IR88836-39-2-1-3,Entry,604.3,,,562293
11791,2012,DS,Stress,Alpha-Lattice,L12DS-13,210,2,107,14,IR88836-39-2-1-3,Entry,1154.8,,,562293
11792,2012,DS,Stress,Alpha-Lattice,L12DS-13,358,3,107,16,IR88836-39-2-1-3,Entry,216.6,,,562293
11256,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,35,1,69,7,IR88836-4-1-3-2,Entry,6223.5,,,562361
11257,2012,DS,Non-Stress,Alpha-Lattice,L12DS-12,168,2,69,6,IR88836-4-1-3-2,Entry,5685.4,,,562361
